BLOQUES,AREAS,ZONA,GRUPO SUMINISTRO,TOMA DE LUZ,PRODUCTO,DESCRIPCIÓN,DESPIECE,MONTAJE,TIPO MONTAJE,COSTE,FABRICANTE,PROVEEDOR,MARCA,REF./MODELO,UNDS.,PRECIO UND.,DTO.,PRECIO UND. CON DTO.,PRECIO TOTAL,POTENCIA UND.W.,POTENCIA TOTAL W.,ACCESORIO 1,REF./MODELO,UNDS.ACCES. 1,PRECIO ACCES. 1,POTENCIA ACCES.1,ACCESORIO 2,REF./MODELO,UNDS.ACCES. 2,PRECIO ACCES. 2,POTENCIA ACCES.2,ACCESORIO 3,REF./MODELO,UNDS.ACCES. 3,PRECIO ACCES. 3,POTENCIA ACCES.3,ACCESORIO 4,REF./MODELO,UNDS.ACCES. 4,PRECIO ACCES. 4,POTENCIA ACCES.4,PRECIO TOTAL ACCES.,REPUESTOS,REF./MODELO,UNDS.REPTOS.,PRECIO REPTOS.,PRECIO TOTAL REPTOS.,POTENCIA REPUESTOS,TOTAL PRECIO,TOTAL POTENCIA,FLUÍDOS
C,DE INTERNAMIENTO GENERAL,UCI,Conector RJ45,Conector RJ45 H C-6 UTP Gygaflex PS6+ Keyston Belden IBDN,,I BDAX101321,16,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Papelera chapa acero pintado,"Papelera con asa, aro inferior en ABS color NEGRO",INMOCLINC,17100,3,"11,31€","2,00%","11,08€","33,25€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Negatoscopio mural 3 pantallas,"Negatoscopio mural, acero pintado, 3 pantallas",INMOCLINC,16106,1,"109,98€","2,00%","107,78€","107,78€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Armario medicación mural,"Armario mural para medicación de enfermos, acero inox., con 40 cajas basculantes transparentes (2 filas de 4 cajas, 4 de 5 y 2 de 6)",INMOCLINC,3031,1,"704,61€","2,00%","690,52€","690,52€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Carpeta portahistorias clínicas,"Carpeta (hamaca) de cartón, portahistorias clínicas",INMOCLINC,10220C,30,"3,73€","2,00%","3,66€","109,66€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Carro portahistorias,"Carro porta historias clínicas y radiografías, acero pintado, empujador lateral, tapa con cerradura",INMOCLINC,10220,1,"176,20€","2,00%","172,68€","172,68€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Carro de curas y urgencias,"Carro de curas y urgencias, acero inox., 3 cajones inferiores, entrepaño, 62x48x96 cm., frontal color verde",INMOCLINC,10540,8,"579,03€","0,00%","579,03€","4.632,24€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Soporte 11 cajas carro de curas y urgencias,Soporte con 11 cajas basculantes (1 línea de 6 cajas y 1 línea de 5 cajas),INMOCLINC,10182/70,8,"125,96€","0,00%","125,96€","1.007,68€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Cubo residuos carro de curas y urgencias,"Cubo de residuos PVC, capacidad 15 lts.",INMOCLINC,10182/13,8,"23,87€","0,00%","23,87€","190,96€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Soporte con biocontenedor carro de curas y urgencias,Soporte con biocontenedor desechable,INMOCLINC,10182/29,8,"33,75€","0,00%","33,75€","270,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Bandeja abatible carro de cura y urgencias,Bandeja lateral abatible,INMOCLINC,10182/2,8,"55,64€","0,00%","55,64€","445,12€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Separaciones carro de curas y urgencias,"Separaciones variables, 12 compartimentos",INMOCLINC,10182/4,8,"33,30€","0,00%","33,30€","266,40€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Cerradura carro de curas y urgencias,Cerradura manual con llave,INMOCLINC,10182/1,8,"48,63€","0,00%","48,63€","389,04€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Base enchufes carro de curas y urgencias,Base de conexión eléctrica,INMOCLINC,10182/8,8,"35,95€","0,00%","35,95€","287,60€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Estantería de 4 niveles acero inox.,"Estantería, 4 baldas fijas, acero inox., patas con niveladores. Medidas: 100x40x180 cm.",INMOCLINC,26000,1,"380,36€","2,00%","372,75€","372,75€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Tirador,Tirador aluminio 42 8/1076-128,OFIPRIX,2139974,2,"0,00€","30,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Armario archivador fichas BLANCO grande,K2 armario 198x120 BLANCO,OFIPRIX,2100220,1,"295,00€","30,00%","206,50€","206,50€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Estanterías armario archivador fichas BLANCO,K2 estante 120 BLANCO,OFIPRIX,209920,4,"20,00€","30,00%","14,00€","56,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Contenedor residuos grande,"Cubo papelera de PVC, capacidad 50 litros",INMOCLINC,11203,1,"23,94€","2,00%","23,46€","23,46€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Lámpara de exploración articulada base rodable,"Lámpara para diagnóstico y exploración médica, foco orientable, lámpara de 100V., peana de aluminio",INMOCLINC,20100,1,"115,53€","2,00%","113,22€","113,22€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,"Carro de curas acero inox., 3 bandejas, cubo de residuos, espacio 2 bombonas","Carro de curas e intervenciones quirúrgicas, acero inox., mod. INS, 3 bandejas, cubo de residuos, soporte para bombonas",INMOCLINC,10146,3,"296,31€","2,00%","290,38€","871,15€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Bombonas para carro curas acero inox.,"Bombona para carro de curas, acero inox. Medidas: 20x14 cm.",INMOCLINC,20183,6,"28,14€","2,00%","27,58€","165,46€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Lámpara de exámen,"Lámpara de exámen rodable, mod. GS600",WELCH ALLYN,5180079,1,"700,00€",,"700,00€","700,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Lama con frente curvo,"Cartel interno, 300x100 mm., ""QUEIMADOS"", lama de aluminio anodizado frente curvo, tapas laterales en negro, color blanco con letras gris oscuro",,,1,"25,38€","0,00%","25,38€","25,38€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Caja de superficie 80X80,"Gote caja de superficie 80X80 placa empotrar, blanco nieve CM R250/9",,I 05R250/9,7,"16,00€","0,00%","16,00€","112,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Placa empotrar 45X45,Gote placa empotrar 45X45 blanco nieve CM ref: KR245/9,,I 05KR245/9,7,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Placa con ventanilla 45X45,Placa con ventanilla 45X45 para 2 RJ45 Belden Systimax,,I 05KB76/9,7,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Conector RJ45,Conector RJ45 H C-6 UTP Gygaflex PS6+ Keyston Belden IBDN,,I BDAX101321,14,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Colchón 90*190*14 poliuretano,Colchón de 90x190x14 espuma de poliuretano (incluye funda poliuretano),PARDO,Density 200,4,"102,52€","0,00%","102,52€","410,08€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Barandillas cama RAL 1013,Opción de juego (par) de barandillas de 4 tubos de acero pintado RAL 1013,PARDO,,4,"129,24€","0,00%","129,24€","516,96€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Portasueros RAL 1013,Portasueros RAL 1013,PARDO,,4,"31,77€","0,00%","31,77€","127,08€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Cama articulada hidráulica de 4 planos U610,"Cama EASO articulada en 4 planos, estructura RAL 1013 (crudo), lecho varilla, con cabecero deslizable y piecero fijo U610 (verde hospital) y CARRO HIDRÁULICO",PARDO,EASO,4,"1.138,24€","0,00%","1.138,24€","4.552,96€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Caudalímetro Oxyll de Oxígeno,"Caudalímetro de 0-15 l/min, conexión a red DIN y conector para tubo mascarilla",HERSILL,5540006+0520101,4,"35,55€","0,00%","35,55€","142,20€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Humidificador,Humedecedor para caudalímetro de oxígeno,HERSILL,5530000,4,"8,00€","0,00%","8,00€","32,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Aspirador de alto vacío,"Aspirador de alto vacío Vacusill 2 HV PC2 con frasco recolector 1,700 ml.",HERSILL,5351207,4,"112,45€","0,00%","112,45€","449,80€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Almohada 90 cm.,"Almohada 90 cm., fibra hueca c/funda algodón",PARDO,,4,"11,00€","0,00%","11,00€","44,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Ala mesilla U104,"Complemento mesilla MELAMINA U104 (crudo grisáceo), ala comida",PARDO,,4,"104,00€","0,00%","104,00€","416,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,"Mesilla noche clínica U610, laterales U104","Mesilla con estructura de aluminio, laterales U104 (crudo grisáceo), recubrimiento laminado, 1 puerta con balda interior, 1 cajón de polipropileno y 1 alojamiento externo, tapa superior e inferior en ABS texturado U610 (verde claro). 4 ruedas dobles giratorias con freno. Dimensiones: 425*495*695 mm.",PARDO,SALDUBA,4,"136,50€","0,00%","136,50€","546,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Biombo de separación riel aluminio cortina de techo,"Biombo - cortina de techo para separación de enfermos, riel de aluminio, tela plastificada, desmontable y lavable, 210x220 cm.",INMOCLINC,7020,3,"68,69€","2,00%","67,32€","201,95€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Silla pintada apilable polipiel TURQUISH,"Silla de despacho, altura fija, SIN brazos, polipiel TURQUISH, apilable",INMOCLINC,21125,4,"42,55€","2,00%","41,70€","166,80€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Contenedor residuos grande,"Cubo papelera de PVC, capacidad 50 litros",INMOCLINC,11203,2,"23,94€","2,00%","23,46€","46,92€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Cuña orinal plástico universal,"Cuña - orinal para enfermo, plástico, modelo universal",INMOCLINC,13109,10,"3,58€","2,00%","3,51€","35,08€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Botella orinal plástico universal,"Botella - orinal para enfermo, plástico, modelo universal",INMOCLINC,13112,5,"1,16€","2,00%","1,14€","5,68€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Lavacuñas mural visto,"Lavacuñas mural visto, acero inox.",INMOCLINC,13103,1,"435,77€","2,00%","427,05€","427,05€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Escalera 2 peldaños acero inox.,"Banquillo acceso pacientes, 2 tramos, acero inox., superficie de apoyo antideslizante",INMOCLINC,5013,1,"77,12€","2,00%","75,58€","75,58€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,"Taburete giratorio bajo 5 ruedas, elevación husillo, acero inox., peana PVC, polipiel TURQUISH","Taburete bajo para consulta médica, polipiel TURQUISH, regulable en altura por husillo, acero inox., peana de PVC con 5 ruedas",INMOCLINC,23131,2,"39,28€","2,00%","38,49€","76,99€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Lámpara de exploración articulada base rodable,"Lámpara para diagnóstico y exploración médica, foco orientable, lámpara de 100V., peana de aluminio",INMOCLINC,20100,1,"115,53€","2,00%","113,22€","113,22€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Pulsioxímetro,Pulsioxímetro Nonin 9500 ONYX de dedo,NONIN,1070047,1,"273,78€","0,00%","273,78€","273,78€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Monitor constantes vitales base rodable,"Monitor WA Spot PNI,SAO2, TEMP",WELCH ALLYN,1040062,1,"1.379,08€","0,00%","1.379,08€","1.379,08€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Fonendoscopio,Fonendoscopio Littmann Classic II granate,LITTMANN,2020037,2,"87,04€","0,00%","87,04€","174,08€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Bomba de infusión,Bomba de infusión IP7700,GIMA,1180012,2,"1.140,00€","0,00%","1.140,00€","2.280,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Aspirador de secreciones,Aspirador de secreciones Vario Vac B compact,DRÄGER,MP00506,1,"656,00€","15,00%","557,60€","557,60€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Tabla de transferencias plegable,Tabla de transferencias Rollbord Standard plegable 180x50,SAMARIT,16000015,1,"563,60€","0,00%","563,60€","563,60€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Aerosol nebulizador,Aerosol nebulizador profesional mod.Hospyneb,STAGI,2090001,1,"225,00€","0,00%","225,00€","225,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,"Carro de curas acero inox., 3 bandejas, cubo de residuos, espacio 2 bombonas","Carro de curas e intervenciones quirúrgicas, acero inox., mod. INS, 3 bandejas, cubo de residuos, soporte para bombonas",INMOCLINC,10146,1,"296,31€","2,00%","290,38€","290,38€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Bombonas para carro curas acero inox.,"Bombona para carro de curas, acero inox. Medidas: 20x14 cm.",INMOCLINC,20183,2,"28,14€","2,00%","27,58€","55,15€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Armario medicación mural,"Armario mural para medicación de enfermos, acero inox., con 40 cajas basculantes transparentes (2 filas de 4 cajas, 4 de 5 y 2 de 6)",INMOCLINC,3031,1,"704,61€","2,00%","690,52€","690,52€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Carpeta portahistorias clínicas,"Carpeta (hamaca) de cartón, portahistorias clínicas",INMOCLINC,10220C,30,"3,73€","2,00%","3,66€","109,66€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Carro portahistorias,"Carro porta historias clínicas y radiografías, acero pintado, empujador lateral, tapa con cerradura",INMOCLINC,10220,1,"176,20€","2,00%","172,68€","172,68€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Colchón quemados,Sobrecolchón alternante de tubos independientes con compresor automático Domus 2+,,10080201,10,"170,00€",,"170,00€","1.700,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,QUEMADOS,Set de enfermería,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,ALMACÉN DE SUCIO,Lama con frente curvo,"Cartel interno, 300x100 mm., ""SUJO"", lama de aluminio anodizado frente curvo, tapas laterales en negro, color blanco con letras gris oscuro",,,1,"25,38€","0,00%","25,38€","25,38€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,SALA DE ÚTILES,Lama con frente curvo,"Cartel interno, 300x100 mm., ""UTILIDADES"", lama de aluminio anodizado frente curvo, tapas laterales en negro, color blanco con letras gris oscuro",,,1,"25,38€","0,00%","25,38€","25,38€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,ALMACÉN DE LIMPIO,Lama con frente curvo,"Cartel interno, 300x100 mm., ""LIMPO"", lama de aluminio anodizado frente curvo, tapas laterales en negro, color blanco con letras gris oscuro",,,1,"25,38€","0,00%","25,38€","25,38€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,CUARTO DE LIMPIEZA,Lama con frente curvo,"Cartel interno, 300x100 mm., ""ARRUMAÇÃO"", lama de aluminio anodizado frente curvo, tapas laterales en negro, color blanco con letras gris oscuro",,,1,"25,38€","0,00%","25,38€","25,38€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,DE INTERNAMIENTO GENERAL,ALMACÉN DE LIMPIO,Plafón exterior semifino luminoso,"Plafón exterior semifino luminoso, ""INTERNAMENTO BLOCO D"", armado de tubo rectangular, para fijar a pared, con metacrilato truled blanco, iluminación módulos led de alta luminosidad, 1200x300x70 mm., color azul sanitario RAL 5024 con letras blancas",,,1,"386,00€","0,00%","386,00€","386,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,DE INTERNAMIENTO GENERAL,ALMACÉN DE LIMPIO,Señalización interior de Área,"Señalización interior de Área, 600x400 mm., ""BLOCO D - Internamento Geral - Doenças Infecciosas"", placa de metacrilato transparente de 8 mm., embellecedores metálicos cromados, color blanco con letras gris oscuro",,,1,"79,25€","0,00%","79,25€","79,25€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,DE INTERNAMIENTO GENERAL,ALMACÉN DE LIMPIO,Lama con frente curvo,"Cartel interno, 300x100 mm., ""LIMPO"", lama de aluminio anodizado frente curvo, tapas laterales en negro, color blanco con letras gris oscuro",,,1,"25,38€","0,00%","25,38€","25,38€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,DE INTERNAMIENTO GENERAL,ALMACÉN SUCIO,Lama con frente curvo,"Cartel interno, 300x100 mm., ""SUJO"", lama de aluminio anodizado frente curvo, tapas laterales en negro, color blanco con letras gris oscuro",,,1,"25,38€","0,00%","25,38€","25,38€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,DE INTERNAMIENTO GENERAL,CUARTO DE LIMPIEZA,Lama con frente curvo,"Cartel interno, 300x100 mm., ""ARRUMAÇÃO"", lama de aluminio anodizado frente curvo, tapas laterales en negro, color blanco con letras gris oscuro",,,1,"25,38€","0,00%","25,38€","25,38€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,DE INTERNAMIENTO GENERAL,ALMACÉN LIMPIO,Estantería de 4 niveles acero inox.,"Estantería, 4 baldas fijas, acero inox., patas con niveladores. Medidas: 100x40x180 cm.",INMOCLINC,26000,6,"380,36€","2,00%","372,75€","2.236,52€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,DE INTERNAMIENTO GENERAL,ALMACÉN LIMPIO,Armario medicación con peana,"Armario para medicación de enfermos, con peana, acero inox., con 33 cajas basculantes transparentes (1 fila de 3 cajas, 2 de 4, 2 de 5 y 2 de 6)",INMOCLINC,3032,1,"691,90€","2,00%","678,06€","678,06€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,DE INTERNAMIENTO GENERAL,ALMACÉN LIMPIO,"Carro de ropa limpia, acero inox., 3 baldas","Carro de ropa limpia, 3 baldas, acero inox.",INMOCLINC,10226,4,"253,35€","2,00%","248,28€","993,13€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,DE INTERNAMIENTO GENERAL,ALMACÉN LIMPIO,Guantes vinilo blanco,Caja de 100 guantes de vinilo blanco GD48,CONFECCIONES RAMOS,GD48,100,"2,80€","0,00%","2,80€","280,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,DE INTERNAMIENTO GENERAL,ALMACÉN LIMPIO,Juego de sábanas,"Juego de sábanas: bajera, normal y funda almohada BLANCA, 50% poliéster-50% algodón c/anagrama en funda de almohada y sábana arriba",CONFECCIONES RAMOS,0,150,"16,84€","0,00%","16,84€","2.526,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,DE INTERNAMIENTO GENERAL,ALMACÉN LIMPIO,Colcha cama,Colcha 100% algodón para cama de 90,CONFECCIONES RAMOS,1292101,100,"10,20€","0,00%","10,20€","1.020,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,DE INTERNAMIENTO GENERAL,ALMACÉN LIMPIO,Bata unisex paciente T.M,"Camisón unisex paciente T.M, abierto por detrás, CELESTE",CONFECCIONES RAMOS,0,25,"7,65€","0,00%","7,65€","191,25€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,DE INTERNAMIENTO GENERAL,ALMACÉN LIMPIO,Bata unisex paciente T.G,"Camisón unisex paciente T.G, abierto por detrás, CELESTE",CONFECCIONES RAMOS,0,50,"7,65€","0,00%","7,65€","382,50€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,DE INTERNAMIENTO GENERAL,ALMACÉN LIMPIO,Bata unisex paciente T.SG,"Camisón unisex paciente T.SG, abierto por detrás, CELESTE",CONFECCIONES RAMOS,0,25,"7,65€","0,00%","7,65€","191,25€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,DE INTERNAMIENTO GENERAL,ALMACÉN LIMPIO,Casaca enfermero T.54,"Casaca hombre T.54, cuello V, manga corta, BLANCA",CONFECCIONES RAMOS,CRCASA000001,15,"8,40€","0,00%","8,40€","126,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,DE INTERNAMIENTO GENERAL,ALMACÉN LIMPIO,Casaca enfermera T.50,"Casaca mujer T.50, cuello V, manga corta, BLANCA",CONFECCIONES RAMOS,CRCASA000001,15,"8,40€","0,00%","8,40€","126,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,DE INTERNAMIENTO GENERAL,ALMACÉN LIMPIO,Pantalón enfermero T.54,"Pantalón caballero T.54, tergal enfermero, con bragueta, BLANCO",CONFECCIONES RAMOS,CRPANT000003,15,"6,80€","0,00%","6,80€","102,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,DE INTERNAMIENTO GENERAL,ALMACÉN LIMPIO,Pantalón enfermera T.50,"Pantalón mujer T.50, tergal enfermera, sin bragueta, BLANCO",CONFECCIONES RAMOS,CRPANT000016,15,"6,50€","0,00%","6,50€","97,50€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,DE INTERNAMIENTO GENERAL,ALMACÉN LIMPIO,"Bata unisex T.40, manga larga","Bata unisex T.40, manga larga BLANCA",CONFECCIONES RAMOS,CRBATA000005,10,"9,80€","0,00%","9,80€","98,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,DE INTERNAMIENTO GENERAL,ALMACÉN LIMPIO,"Bata unisex T.42, manga larga","Bata unisex T.42, manga larga BLANCA",CONFECCIONES RAMOS,CRBATA000005,15,"9,80€","0,00%","9,80€","147,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,DE INTERNAMIENTO GENERAL,ALMACÉN LIMPIO,"Bata unisex T.46, manga larga","Bata unisex T.46, manga larga BLANCA",CONFECCIONES RAMOS,CRBATA000005,15,"9,80€","0,00%","9,80€","147,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
