"PRODUCTO"|"DESCRIPCION"|NA|"BLOQUE"|"AREA"|"ZONA"|"REVISION"|"ACCION"|"OBSERVACION"|"PROVEEDOR"|"REFERENCIA"|"UNIDADES"
"219"|"MONITOR"|NA|"A"|"ADMINISTRATIVA Y DIRECCIONES GENERALES"|"DESPACHO DIR.ADMON."|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"252"|"MONITOR"|NA|"A"|"ADMINISTRATIVA Y DIRECCIONES GENERALES"|"SECRETARÍA GENERAL"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"2 "
"287"|"MONITOR"|NA|"A"|"ADMINISTRATIVA Y DIRECCIONES GENERALES"|"DESPACHO DIR.GENERAL"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"317"|"MONITOR"|NA|"A"|"ADMINISTRATIVA Y DIRECCIONES GENERALES"|"SECRETARIA DIR.GENERAL"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"349"|"MONITOR"|NA|"A"|"ADMINISTRATIVA Y DIRECCIONES GENERALES"|"DESPACHO DIR.CLÍNICO"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"379"|"MONITOR"|NA|"A"|"ADMINISTRATIVA Y DIRECCIONES GENERALES"|"SECRETARIA DIR.CLÍNICO"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"411"|"MONITOR"|NA|"A"|"ADMINISTRATIVA Y DIRECCIONES GENERALES"|"DESPACHO DIR.ENFERMERÍA"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"441"|"MONITOR"|NA|"A"|"ADMINISTRATIVA Y DIRECCIONES GENERALES"|"SECRETARIA DIR.ENFERMERÍA"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"485"|"MONITOR"|NA|"A"|"DE URGENCIAS"|"RECEPCIÓN Y ESPERA"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"4 "
"986"|"MONITOR"|NA|"A"|"DE CONSULTAS EXTERNAS"|"ENTRADA,CONTROL Y TRIAGE"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"3 "
"1424"|"MONITOR"|NA|"A"|"DE IMAGIOLOGÍA"|"SALA DE ESPERA"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"1482"|"MONITOR"|NA|"A"|"DE IMAGIOLOGÍA"|"SALA DE CONTROL"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"3 "
"1537"|"MONITOR"|NA|"A"|"DE IMAGIOLOGÍA"|"DESPACHO DE JEFE TÉCNICOS"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"1654"|"MONITOR"|NA|"B"|"QUIRÚRGICA"|"CONTROL DE QUIRÓFANOS E INFORMACIÓN FAMILIARES"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"1712"|"MONITOR"|NA|"B"|"QUIRÚRGICA"|"DESPACHO SUPERVISORA ENFERMERÍA"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"1740"|"MONITOR"|NA|"B"|"QUIRÚRGICA"|"DESPACHO JEFE MÉDICO"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"2206"|"MONITOR"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"CONTROL DE ENFERMERÍA"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"2 "
"2342"|"MONITOR"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"GABINETE MÉDICO"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"2369"|"MONITOR"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA JEFE DE SERVICIO"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"2584"|"MONITOR"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"2696"|"MONITOR"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"DESPACHO JEFE DE SERVICIO"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"2723"|"MONITOR"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"DESPACHO SUPERVISORA"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"2912"|"MONITOR"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"CONTROL ENFERMERÍA"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"2 "
"3542"|"MONITOR"|NA|"E"|"LABORATORIOS"|"CONTROL-RECOGIDA DE MUESTRAS"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"3581"|"MONITOR"|NA|"E"|"HEMOTERAPIA"|"CONTROL Y ESPERA"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"3934"|"MONITOR"|NA|"E"|"FARMACIA"|"DISPENSARIO"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"3971"|"MONITOR"|NA|"E"|"FARMACIA"|"PREPARACIÓN DE FÁRMACOS"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"3997"|"MONITOR"|NA|"E"|"FARMACIA"|"DESPACHO JEFE DE FARMACIA"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"4057"|"MONITOR"|NA|"E"|"ARCHIVOS"|"ALMACÉN DE ARCHIVOS"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"4087"|"MONITOR"|NA|"E"|"ARCHIVOS"|"SALA DE ESTADÍSTICA"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"2 "
"4140"|"MONITOR"|NA|"E"|"DE CONGRESOS Y BIBLIOTECA"|"SALA DE CONGRESOS Y REUNIONES"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"4169"|"MONITOR"|NA|"E"|"DE CONGRESOS Y BIBLIOTECA"|"BIBLIOTECA"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"3"
"4667"|"MONITOR"|NA|"F"|"COCINA"|"LOGÍSTICA DE COCINA"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"4887"|"MONITOR"|NA|"G"|"URGENCIAS PEDIÁTRICAS"|"SALA DE ESPERA Y CONTROL"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"2 "
"4925"|"MONITOR"|NA|"G"|"URGENCIAS PEDIÁTRICAS"|"BOXES DE URGENCIAS PEDIÁTRICAS"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"2 "
"5118"|"MONITOR"|NA|"G"|"INTERNAMIENTO"|"DESPACHO DE JEFE DE SERVICIO"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"5149"|"MONITOR"|NA|"G"|"INTERNAMIENTO"|"SALA DE ENFERMERÍA"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"2 "
"6251"|"MONITOR"|NA|"AUXILIAR 5"|"DESCANSO FAMILIARES"|"INFORMACIÓN"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"2 "
"63011"|"MONITOR"|NA|"CRF"|"CENTRO DE FISIO Y REHABILITACIÓN"|"ESCRITORIO"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"INYCOM"|"I EM890AA"|"1 "
"5923"|"Monitor constantes vitales base rodable"|NA|"A"|"DE URGENCIAS"|"BOXES OBSERVACIÓN MEDICINA"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"IBOR MÉDICA"|"01040062"|"1 "
"8483"|"Monitor constantes vitales base rodable"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"IBOR MÉDICA"|"01040062"|"2 "
"21683"|"Monitor constantes vitales base rodable"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA POSTANESTESIA"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"IBOR MÉDICA"|"01040062"|"1 "
"24553"|"Monitor constantes vitales base rodable"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO CIRUGÍA"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"IBOR MÉDICA"|"01040062"|"1 "
"24823"|"Monitor constantes vitales base rodable"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO TRAUMA"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"IBOR MÉDICA"|"01040062"|"2 "
"25593"|"Monitor constantes vitales base rodable"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"IBOR MÉDICA"|"01040062"|"1 "
"26373"|"Monitor constantes vitales base rodable"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"QUEMADOS"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"IBOR MÉDICA"|"01040062"|"1 "
"28273"|"Monitor constantes vitales base rodable"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"INTERNAMIENTO GENERAL"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"IBOR MÉDICA"|"01040062"|"3 "
"28563"|"Monitor constantes vitales base rodable"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"INTERNAMIENTO ENFERMEDADES INFECCIOSAS"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"IBOR MÉDICA"|"01040062"|"2 "
"28853"|"Monitor constantes vitales base rodable"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"INTERNAMIENTO GENERAL"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"IBOR MÉDICA"|"01040062"|"1 "
"39043"|"Monitor constantes vitales base rodable"|NA|"E"|"HEMOTERAPIA"|"SALA DE DONANTES Y EXTRACCIONES"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"IBOR MÉDICA"|"01040062"|"2 "
"50813"|"Monitor constantes vitales base rodable"|NA|"G"|"INTERNAMIENTO"|"ALMACÉN"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"IBOR MÉDICA"|"01040062"|"5 "
"5941"|"Monitor de signos vitales (c/brazo)"|"Monitor de signos vitales (c/brazo)"|"A"|"DE URGENCIAS"|"BOXES OBSERVACIÓN MEDICINA"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"DRÄGER MEDICAL"|"VISTA XL"|"1 "
"8731"|"Monitor de signos vitales (c/brazo)"|"Monitor de signos vitales (c/brazo)"|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"DRÄGER MEDICAL"|"VISTA XL"|"1 "
"25111"|"Monitor de signos vitales (c/brazo)"|"Monitor de signos vitales (c/brazo)"|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"REPUESTOS DRÄGER MEDICAL"|"VISTA XL"|"4 "
"25121"|"Monitor de signos vitales (c/brazo)"|"Monitor de signos vitales (c/brazo)"|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Mensual"|"Revision de parametros, cableado y baterias"|""|"DRÄGER MEDICAL"|"VISTA XL"|"6 "
"2516"|"Monitor IPM 12"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Mensual"|"Revision de parametros, cableado, impresión y baterias"|""|"5º envío IBOR MÉDICA"|"01040329"|"1 "
"2167"|"Respirador"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA POSTANESTESIA"|"semestral"|"Comprobación de filtro, piston de ventilacion, baterias"|""|"DRÄGER MEDICAL"|"SAVINA"|"1 "
"2530"|"Respirador UCI"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"semestral"|"Comprobación de filtro, piston de ventilacion, baterias"|""|"REPUESTOS DRÄGER MEDICAL"|"SAVINA 300"|"1 "
"2531"|"Respirador UCI"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"semestral"|"Comprobación de filtro, piston de ventilacion, baterias"|""|"DRÄGER MEDICAL"|"SAVINA 300"|"1 "
