BLOQUES,AREAS,ZONA,PRODUCTO,DESCRIPCIÓN,PROVEEDOR,REF./MODELO,UNDS.
E,LABORATORIOS,LAB.BIOQUÍMICA,Tto.segur.autoclave-baño 100ºC,"Tto.segur.autoclave-baño 100ºC 3473100, 4001725, 4002136, 4903004",repuestos GRUPO SELECTA,9343031,2 
E,LABORATORIOS,LAB.BIOQUÍMICA,Sonda PT-100 tectrones,Sonda PT-100 tectrones 3473100,repuestos GRUPO SELECTA,43134,2 
E,LABORATORIOS,LAB.BIOQUÍMICA,Baño María,"Termostato de inmersión de control analógico ""Tectron Bio""",GRUPO SELECTA,3473100,2 
E,LABORATORIOS,LAB.BIOQUÍMICA,"Cubeta en metacrilato ""Clinic-Term""",Cubeta metacrilato 14x16x39 cm.,GRUPO SELECTA,1000544,2
E,LABORATORIOS,LAB.BIOQUÍMICA,Gradilla para 50 microtubos,Gradilla inox. 50 tubos 10 mm.,GRUPO SELECTA,1000546,2
E,LABORATORIOS,LAB.BIOQUÍMICA,Gradilla para 50 tubos hemólisis,Gradilla inox. 50 tubos 12 mm.,GRUPO SELECTA,1000545,2
E,LABORATORIOS,LAB.BIOQUÍMICA,Gradilla para 8 cubetas espectrofotometría,Gradilla inox. 8 cubetas,GRUPO SELECTA,1000548,2
E,LABORATORIOS,LAB.BIOQUÍMICA,Reloj desconectador,Reloj desconectador 0-120 min.,GRUPO SELECTA,2000002,2
E,LABORATORIOS,LAB.BIOQUÍMICA,Resistencia estufa aire 750W,Resistencia estufa aire 750W 2000381,repuestos GRUPO SELECTA,9239047,2 
E,LABORATORIOS,LAB.BIOQUÍMICA,Termostato estufa desecación 1,"Termostato estufa desecación 1 2000381, 2000911",repuestos GRUPO SELECTA,9243019,2 
E,LABORATORIOS,LAB.BIOQUÍMICA,Termómetro analógico de 250ºC,"Termómetro analógico de 250ºC estufa 2000200, 2000381",repuestos GRUPO SELECTA,9242053,2 
E,LABORATORIOS,LAB.BIOQUÍMICA,Estufa de secado de vidrio 126L,"Estufa para secar vidrio ""Dryglass"" con circulación por aire forzado, 45x70x40 cm",GRUPO SELECTA,2000381,2 
E,LABORATORIOS,LAB.BIOQUÍMICA,Reloj avisador,"Reloj avisador ""Relavis""",GRUPO SELECTA,5900499,1 
E,LABORATORIOS,LAB.BIOQUÍMICA,Reloj avisador digital,"Reloj avisador digital ""Count Down-Up""",GRUPO SELECTA,5900500,1 
E,LABORATORIOS,LAB.BIOQUÍMICA,Termómetro,"Termómetro lector ""Micro-Temp""",GRUPO SELECTA,5903029,1 
E,LABORATORIOS,LAB.BIOQUÍMICA,Cronómetro,"Cronómetro digital ""Diamond""",GRUPO SELECTA,5900501,2 
E,LABORATORIOS,LAB.BIOQUÍMICA,"Mesa mural 365*75*90, 1 módulo de fregadero 2 puertas y 1 módulo suspendido puerta dcha.","Mesa mural 365*75*90, encimera COMPACTO HLP BLANCA, 1 módulo de fregadero 2 puertas 91*63*70, 1 grifo monoblock, 2 pozas cuadradas 86*50 y 1 módulo suspendido puerta dcha. 51*43*62",FORMIMETAL,POS 6.01,1 
E,LABORATORIOS,LAB.BIOQUÍMICA,Armario puertas de colgar en pared 123*35*70,"Armario puertas de colgar en pared 123*35*70, en tableros de madera de 30 mm., frentes canteados con PVC y puertas en estratificado postformado, COLOR GRIS",FORMIMETAL,POS 3.03B,1 
E,LABORATORIOS,LAB.BIOQUÍMICA,"Mesa mural 295*75*90, 2 módulos suspendidos, 4 cajones y 1 puerta izda.","Mesa mural 295*75*90, encimera COMPACTO HLP BLANCA, 2 módulos suspendidos, 4 cajones 51*43*62 y 1 puerta izda. 51*43*62",FORMIMETAL,POS 7.03,1 
E,LABORATORIOS,LAB.BIOQUÍMICA,"Taburete giratorio alto con respaldo 5 ruedas, elevación gas, acero cromado, polipiel PERLE","Taburete alto para consulta médica, polipiel PERLE, regulable en altura a gas, respaldo, reposapies, peana de aluminio con 5 ruedas",INMOCLINC,23100,2 
E,LABORATORIOS,LAB.BIOQUÍMICA,Dispensador de pared,"Dispensador de pared ""TOUCHLAND""",SUMALSA,TOUCHLAND,4 
E,LABORATORIOS,LAB.BIOQUÍMICA,Repuestos para dispensador de pared,"Repuestos para dispensador ""TOUCHLAND""",SUMALSA,,8 
E,LABORATORIOS,LAB.BIOQUÍMICA,Lavavajillas industrial,"Lavavasos Serie Lav-Line con cesto 350*350, acero inox., control nivel cuba, micro interruptor seguridad puerta. Dimensiones: 430*520*635 MM",SUMALSA,RB-200,1 
E,LABORATORIOS,LAB.BIOQUÍMICA,KIT MATERIAL LABORATORIO,Kit de material laboratorio: vidrio y plástico,SUMALSA,,2 
E,LABORATORIOS,LAB.BIOQUÍMICA,Ducha-lavaojos,Ducha-lavaojos con doble mando,SUMALSA,D4220,1 
E,LABORATORIOS,LAB.BIOQUÍMICA,Ducha de seguridad,"Ducha de emergencia horizontal, de pared, con rociador en plástico ABS amarillo",SUMALSA,D1110,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Lama con frente curvo,"Cartel interno, 300x100 mm., ""HEMATOLOGIA"", lama de aluminio anodizado frente curvo, tapas laterales en negro, color blanco con letras gris oscuro",5º envío RÓTULOS ARCEGA,,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Microscopio binocular con objetivo de inmersión,Microscopio CC DM750,SUMALSA,DM750,3 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Microscopio triocular con cámara,Microscopio triocular CC y CF DM1000 con cámara ICC50,SUMALSA,DM1000,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Cierre Electromagn.Centrífuga,"Cierre Electromagn.Centrífuga 7002356, 7002357, 7002555",repuestos GRUPO SELECTA,9710040,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Enganche cierre Elect.Centr.BL,"Enganche cierre Elect.Centr.BL 7002356, 7002357, 7002555",repuestos GRUPO SELECTA,9710041,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Circuit Senso Tecom.Centri.BL,"Circuit Senso Tecom.Centri.BL 7001386, 7002356, 7002357, 7002555",repuestos GRUPO SELECTA,9729230,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Filtro de red,"Filtro de red 7001386, 7002356, 7002357, 7002555",repuestos GRUPO SELECTA,9745011,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Centrífuga de mesa con cabezales y adaptadores intercambiables,Centrífuga Centromix II-BL,GRUPO SELECTA,7002555,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Cabezal angular,Cabezal angular 8 tub. 15 ml.,GRUPO SELECTA,7000550,1
E,LABORATORIOS,LAB.HEMATOLOGÍA,Cabezal oscilante,Cabezal oscilante forma cruz,GRUPO SELECTA,7001065,1
E,LABORATORIOS,LAB.HEMATOLOGÍA,Adaptador 40 ml,Adaptador C.2 tub. 5ml. 13x75VAC,GRUPO SELECTA,7001573,4
E,LABORATORIOS,LAB.HEMATOLOGÍA,Circuit Senso Tecom.Centri.BL,"Circuit Senso Tecom.Centri.BL 7001386, 7002356, 7002357, 7002555",repuestos GRUPO SELECTA,9729230,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Cierre Electromagn.Centrífuga,"Cierre Electromagn.Centrífuga 7002356, 7002357, 7002555",repuestos GRUPO SELECTA,9710040,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Enganche cierre Elect.Centr.BL,"Enganche cierre Elect.Centr.BL 7002356, 7002357, 7002555",repuestos GRUPO SELECTA,9710041,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Goma Vaina de 15 ml O 16 mm.,Goma Vaina de 15 ml O 16 mm.7002356,repuestos GRUPO SELECTA,9721005,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Filtro de red,"Filtro de red 7001386, 7002356, 7002357, 7002555",repuestos GRUPO SELECTA,9745011,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Centrífuga de tubos,Centrífuga Centro-8-BL,GRUPO SELECTA,7002356,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Cierre Electromagn.Centrífuga,"Cierre Electromagn.Centrífuga 7002356, 7002357, 7002555",repuestos GRUPO SELECTA,9710040,2 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Enganche cierre Elect.Centr.BL,"Enganche cierre Elect.Centr.BL 7002356, 7002357, 7002555",repuestos GRUPO SELECTA,9710041,2 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Circuit Senso Tecom.Centri.BL,"Circuit Senso Tecom.Centri.BL 7001386, 7002356, 7002357, 7002555",repuestos GRUPO SELECTA,9729230,2 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Filtro de red,"Filtro de red 7001386, 7002356, 7002357, 7002555",repuestos GRUPO SELECTA,9745011,2 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Caja 100 tub. Microhematocrito,Caja 100 tub. Microhematocrito 7002357,repuestos GRUPO SELECTA,7000910,2 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Centrífuga de mesa para ensayos hematocríto,"Centrífuga ""Centrolit II-BL""",GRUPO SELECTA,7002357,2 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Cabezal microhematocrito,Cabezal 24 T. microhematocrito,GRUPO SELECTA,7001704,2
E,LABORATORIOS,LAB.HEMATOLOGÍA,Cabezal angular + tapa,"Cabezal angular 18x0,25+18x1,5ml+ tapa",GRUPO SELECTA,7001703,2
E,LABORATORIOS,LAB.HEMATOLOGÍA,Lector para microhematocritos,Lector para microhematocritos,GRUPO SELECTA,7000929,2
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Cubeta en metacrilato ""Clinic-Term""",Cubeta metacrilato 14x16x39 cm.,GRUPO SELECTA,1000544,1
E,LABORATORIOS,LAB.HEMATOLOGÍA,Gradilla para 50 microtubos,Gradilla inox. 50 tubos 10 mm.,GRUPO SELECTA,1000546,1
E,LABORATORIOS,LAB.HEMATOLOGÍA,Gradilla para 50 tubos hemólisis,Gradilla inox. 50 tubos 12 mm.,GRUPO SELECTA,1000545,1
E,LABORATORIOS,LAB.HEMATOLOGÍA,Gradilla para 8 cubetas espectrofotometría,Gradilla inox. 8 cubetas,GRUPO SELECTA,1000548,1
E,LABORATORIOS,LAB.HEMATOLOGÍA,Motor bomba ttos. inmersión,"Motor bomba ttos. Inmersión 3473100, 4002628",repuestos GRUPO SELECTA,9324017,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Resis.tto.inmers. 100ºC 1000W,Resis.tto.inmers. 100ºC 1000W 3473100,repuestos GRUPO SELECTA,9339190,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Tto.segur.autoclave-baño 100ºC,"Tto.segur.autoclave-baño 100ºC 3473100, 4001725, 4002136, 4903004",repuestos GRUPO SELECTA,9343031,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Sonda PT-100 tectrones,Sonda PT-100 tectrones 3473100,repuestos GRUPO SELECTA,43134,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Baño María,"Termostato de inmersión de control analógico ""Tectron Bio""",GRUPO SELECTA,3473100,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Hemoglobinómetro portátil,"Analizador de hemoglobina mod.HB 201+ (incluye cubetas HB 201, 4*50 uds.)","""REPUESTOS"" IZASA",899121706 y 899111716,2 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Recipiente en acero inox.,Recipiente en acero inox. placa,GRUPO SELECTA,7000008,1
E,LABORATORIOS,LAB.HEMATOLOGÍA,Placa calefactora circular,"Placa circular ""Selectemp"", en acero indeformable. Termostato hidráulico",GRUPO SELECTA,1000444,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Coagulómetro semiautomático,Coagulómetro de sangre heparinizada mod.CL Analyzer,IZASA,W30225631,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Consumible Coagucheck XS,Consumible Coagucheck XS (pacientes) (kit) - Coagulómetro de tiras Coagucheck,5º envío SUMALSA,4788796001,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Consumible Coagucheck XS tiras,Consumibe Coagucheck XS tiras (pacientes) (2x24 tiras) - Coagulómetro de tiras Coagucheck,5º envío SUMALSA,4788834001,2 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Coagulómetro de tiras,"Coagulómetro de tiras ""COAGUCHECK XS""",SUMALSA.,COAGUCHECK XS,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Calibrador & control Eightcheck N (1 vial),"Calibrador & control Eightcheck N (1 vial) (presentación 1X4,6 ml.) - Analizador de hematología KX21 y XP300",5º envío SUMALSA,3525015001,3 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Calibrador & control Eightcheck L (1 vial),"Calibrador & control Eightcheck L (1 vial) (presentación 1X4,6 ml.) - Analizador de hematología KX21 y XP300",5º envío SUMALSA,3525023001,3 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Calibrador & control Eightcheck H (1 vial),"Calibrador & control Eightcheck H (1 vial) (presentación 1X4,6 ml.) - Analizador de hematología KX21 y XP300",5º envío SUMALSA,3525031001,3 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Analizador hematológico automático,"Analizador hematológico automático ""SYSMEX 3""",SUMALSA.,XP300,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Dispensador de pared,"Dispensador de pared ""TOUCHLAND""",SUMALSA,TOUCHLAND,4 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Repuestos para dispensador de pared,"Repuestos para dispensador ""TOUCHLAND""",SUMALSA,,8 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Cestillo para pipetas,Cestillo para pipetas,SUMALSA,1000251,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Lavavajillas doméstico,Lavavajillas doméstico. Medidas: 845X600X600 MM. (ALTOXANCHOXFONDO),SUMALSA,3VS303BA,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,KIT MATERIAL LABORATORIO,Kit de material laboratorio: vidrio y plástico,SUMALSA,,2 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Tijera laboratorio,Tijera de laboratorio larga,GRUPO SELECTA,1001469,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Tijera Universal,"Tijera Universal ""Multiuso""",GRUPO SELECTA,1001468,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Navecilla con mango, 120 ml.","Navecilla con mango, acero inox., 120 ml., 180 mm.",GRUPO SELECTA,1000859,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Navecilla con mango, 450 ml.","Navecilla con mango, acero inox., 450 ml., 260 mm.",GRUPO SELECTA,1000860,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Navecilla con mango, 1500 ml.","Navecilla con mango, acero inox., 1500 ml., 310 mm.",GRUPO SELECTA,1000861,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Navecilla con mango, 2000 ml.","Navecilla con mango, acero inox., 2000 ml., 330 mm.",GRUPO SELECTA,1001354,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Embudo con asa, 100 mm.","Embudo con asa, acero inox., 100 mm.",GRUPO SELECTA,1000906,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Embudo con asa, 120 mm.","Embudo con asa, acero inox., 120 mm.",GRUPO SELECTA,1000907,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Embudo con asa, 150 mm.","Embudo con asa, acero inox., 150 mm.",GRUPO SELECTA,1000908,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Embudo con asa, 200 mm.","Embudo con asa, acero inox., 200 mm.",GRUPO SELECTA,1000909,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Bandeja para pipetas, termómetros y densímetros","Bandeja para pipetas, termómetros y densímetros, en PVC, 16 plazas",GRUPO SELECTA,-1001372,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Cubeta de esterilización con tapa,"Cubeta de esterilización con tapa, acero inox., 50 mm.",GRUPO SELECTA,8085505,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Cubeta redonda (palangana), 400 ml.","Cubeta-palangana 12 cm., acero inox., 400 ml.",GRUPO SELECTA,8081810,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Cubeta redonda (palangana), 1650 ml.","Cubeta-palangana 20 cm., acero inox., 1650 ml.",GRUPO SELECTA,8081814,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Cubeta redonda (palangana), 3400 ml.","Cubeta-palangana 24 cm., acero inox., 3400 ml.",GRUPO SELECTA,8081815,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Cubeta redonda (palangana), 14170 ml.","Cubeta-palangana 36 cm., acero inox., 14170 ml.",GRUPO SELECTA,8081818,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Cuchillo multiuso,"Cuchillo multiuso, acero inox. y empuñadura de baquelita negra",GRUPO SELECTA,1000862,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Cubo con asa 15 litros,"Cubos con asa embutido, sin divisiones interiores, 15 litros",GRUPO SELECTA,1001600,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Jarra , 250 ml.","Vaso forma alta, con asa y pico, acero inox., 250 ml.",GRUPO SELECTA,8092902,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Jarra , 1000 ml.","Vaso forma alta, con asa y pico, acero inox., 1000 ml.",GRUPO SELECTA,8929010,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Jarra , 5000 ml.","Vaso forma alta, con asa y pico, acero inox., 5000 ml.",GRUPO SELECTA,8929050,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Gradilla para 100 tubos hasta 13 mm.,"Gradilla 100 tubos hasta 13 mm., alambre acero inox., 12 mm.alto 60",GRUPO SELECTA,1000606,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Gradilla para 100 tubos hasta 18 mm.,"Gradilla 100 tubos hasta 18 mm., alambre acero inox., 18 mm. alto 60",GRUPO SELECTA,1000610,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Gradilla para tubos Nessler,"Gradilla para tubos Nessler (falcon y tapón), chapa acero inox.",GRUPO SELECTA,1001716,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Cestillo portapipetas,"Cestillo portapipetas, acero inox.",GRUPO SELECTA,1000251,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Matraz Erlenmeyers,"Matraz Erlenmeyers en policarbonato, 250 ml., con tapón",GRUPO SELECTA,5310101,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Escurridor,"Escurridor de sobremesa y colgante, en alambre plastificado en PVC",GRUPO SELECTA,1000481,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Aspirador de pipetas,"Aspirador de pipetas ""Com-pip"", en polipropileno, rojo",GRUPO SELECTA,1001133,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Tambor esterilización 35x27,Tambor esterilización en acero inox. o/35x27,GRUPO SELECTA,1002419,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Reloj avisador digital,"Reloj avisador digital ""Count Down-Up""",GRUPO SELECTA,5900500,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Termómetro,"Termómetro lector ""Micro-Temp""",GRUPO SELECTA,5903029,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Pipetas automáticas 1-10 MICROLITROS,"Pipetas dispensadoras de volumen variable ""Dispen-Var"", lectura digital, 1-10 microlitros",GRUPO SELECTA,5900010,2 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Puntas transparentes 01-10uL (J),1000 puntas transparentes 01-10uL (J) para pipetas,GRUPO SELECTA,5490040,2
E,LABORATORIOS,LAB.HEMATOLOGÍA,Pipetas automáticas 10-100 MICROLITROS,"Pipetas dispensadoras de volumen variable ""Dispen-Var"", lectura digital, 10-100 microlitros",GRUPO SELECTA,5900100,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Puntas transparentes 5-200uL,1000 puntas transparentes 5-200uL para pipetas,GRUPO SELECTA,5490042,1
E,LABORATORIOS,LAB.HEMATOLOGÍA,Pipetas automáticas 100-1000 MICROLITROS,"Pipetas dispensadoras de volumen variable ""Dispen-Var"", lectura digital, 100-1000 microlitros",GRUPO SELECTA,5901000,2 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Puntas azules 101-1000uL (C),Puntas azules 101-1000uL (C) para pipetas,GRUPO SELECTA,5490044,2
E,LABORATORIOS,LAB.HEMATOLOGÍA,Pipetas automáticas 2-20 MICROLITROS,"Pipetas dispensadoras de volumen variable ""Dispen-Var"", lectura digital, 2-20 microlitros",GRUPO SELECTA,5900020,2 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Puntas transparentes 2-20uL (C),1000 puntas transparentes 2-20uL (C) para pipetas,GRUPO SELECTA,5490041,2
E,LABORATORIOS,LAB.HEMATOLOGÍA,Pipetas automáticas 20-200 MICROLITROS,"Pipetas dispensadoras de volumen variable ""Dispen-Var"", lectura digital, 20-200 microlitros",GRUPO SELECTA,5900200,2 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Contenedor para pipetas,"Contenedor esterilizador para pipetas, 72x400 mm",GRUPO SELECTA,1000829,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Frigorífico clínico,"Armario refrigerado ""Pharmalow L""",GRUPO SELECTA,-2101275,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Bastidor para Pharmalow L,Bastidor para Pharmalow L con cajones metálicos,GRUPO SELECTA,1001307,1
E,LABORATORIOS,LAB.HEMATOLOGÍA,Cajón para Pharmalow L,Cajón para Pharmalow L con 3 compartimentos y 12 separadores,GRUPO SELECTA,1001308,1
E,LABORATORIOS,LAB.HEMATOLOGÍA,Fluorescente lámpara 3000438,Fluorescente lámpara 3000438,repuestos GRUPO SELECTA,9322111,2
E,LABORATORIOS,LAB.HEMATOLOGÍA,Metacrilato lámpara 3000438,Metacrilato lámpara 3000438,repuestos GRUPO SELECTA,9328017,2
E,LABORATORIOS,LAB.HEMATOLOGÍA,Pie goma grande 3000438,Pie goma grande 3000438,repuestos GRUPO SELECTA,9740014,2
E,LABORATORIOS,LAB.HEMATOLOGÍA,Lámpara de laboratorio,"Lámpara para laboratorio ""Labor-Lam""",GRUPO SELECTA,3000438,2 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Soporte de sobremesa,Soporte de sobremesa labor-lam,GRUPO SELECTA,7000483,2
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Soporte de WESTERGREEN, 3 plazas","Soporte de WESTERGREEN, acero inox., 3 plazas",GRUPO SELECTA,1000093,3 
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Soporte de WESTERGREEN, 6 plazas","Soporte de WESTERGREEN, acero inox., 6 plazas",GRUPO SELECTA,1000096,3 
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Soporte de WESTERGREEN, 12 plazas","Soporte de WESTERGREEN, acero inox., 12 plazas",GRUPO SELECTA,1000912,3 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Platina porta-objetos,"Platina para láminas portaobjetos en acero inox., hasta 18 láminas, 76x25 mm.",GRUPO SELECTA,7000498,10 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Fechador de inicio y de caducidad,Fechador de inicio y de caducidad para bosas de esterilización,GRUPO SELECTA,4100046,10 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Gradilla para portaobjetos,Gradilla para porta-objetos 26x76 mm,GRUPO SELECTA,1001367,3 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Bandeja vitrificada pequeña,"Bandeja plana vitrificada pequeña, 60x30x15 mm",GRUPO SELECTA,5310002,6 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Bandeja vitrificada grande,"Bandeja plana vitrificada grande, 120x60x18 mm",GRUPO SELECTA,5310004,6 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Soporte para coloración,"Soporte para coloración, extensible, acero inox.",GRUPO SELECTA,6000904,4 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Cubeta para soporte coloración,Cubeta rectangular alargada 38X16 para soporte coloración,GRUPO SELECTA,8080207,4
E,LABORATORIOS,LAB.HEMATOLOGÍA,Soporte portapipetas,"Soporte ""Cirpip"" portapipetas y termómetros, 93 unidades diferentes tamaños, en PVC",GRUPO SELECTA,1001254,3 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Transductor sandwich completo,"Transductor sandwich completo 3000840, 3000910",repuestos GRUPO SELECTA,9345004,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Base+Filtro baño Ultrasons,"Base+Filtro baño Ultrasons 3000840, 3000910",repuestos GRUPO SELECTA,9345013,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Reloj temporizador de 15',"Reloj temporizador de 15' 3000840, 3000910",repuestos GRUPO SELECTA,9337010,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Baño por ultrasonidos-P 10L,"Baño limpiador de pipetas ""Ultrasons-P"", reloj desconectador con posibilidad de temporizador",GRUPO SELECTA,3000910,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Minicontenedores de congelación,"Minicontenedores para congelación ""Cooler 1051""",GRUPO SELECTA,5601051,10 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Cubo refrigerador,"Cubo refrigerador ""Ice Bucket""",GRUPO SELECTA,5601054,10 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Termómetro Plactron. y Placfin,Termómetro Plactron. y Placfin 7000497,repuestos GRUPO SELECTA,9342036,2 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Placa de secado,"Placa rectangular ""Placfin"" para ensayos térmicos, regulador temperatura por termostato hidráulico",GRUPO SELECTA,7000497,2 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Platina porta-objetos,"Platina para láminas portaobjetos en acero inox., hasta 18 láminas, 76x25 mm.",GRUPO SELECTA,7000498,2
E,LABORATORIOS,LAB.HEMATOLOGÍA,Estuches para almacenar portaobjetos,"Estuche para almacenar porta-objetos de 26x76 mm, 100 porta-objetos",GRUPO SELECTA,1052100,10 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Reloj avisador,"Reloj avisador ""Relavis""",GRUPO SELECTA,5900499,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Ducha-lavaojos,Ducha-lavaojos con doble mando,SUMALSA,D4220,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Ducha de seguridad,"Ducha de emergencia horizontal, de pared, con rociador en plástico ABS amarillo",SUMALSA,D1110,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Cronómetro,"Cronómetro digital ""Diamond""",GRUPO SELECTA,5900501,2 
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Mesa mural 295*75*90, 2 módulos suspendidos, 4 cajones y 1 puerta izda.","Mesa mural 295*75*90, encimera COMPACTO HLP BLANCA, 2 módulos suspendidos, 4 cajones 51*43*62 y 1 puerta izda. 51*43*62",FORMIMETAL,POS 4.01,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,Armario puertas de colgar en pared 123*35*70,"Armario puertas de colgar en pared 123*35*70, en tableros de madera de 30 mm., frentes canteados con PVC y puertas en estratificado postformado, COLOR GRIS",FORMIMETAL,POS 3.03B,1 
E,LABORATORIOS,LAB.HEMATOLOGÍA,"Mesa mural 325*75*90, 1 módulo de fregadero 2 puertas y 1 módulo suspendido puerta dcha.","Mesa mural 325*75*90, encimera COMPACTO HLP BLANCA, 1 módulo de fregadero 2 puertas 91*63*70, 1 grifo monoblock, 2 pozas cuadradas 86*50 y 1 módulo suspendido puerta dcha. 51*43*62",FORMIMETAL,POS 5.03,1 
